categoria,vendedor_link,especificacoes,vendedor,fabricante,preco,modelo,local
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=70a1aee6bdfa3b74e75f8fd06e01aefb,"Memória Kingston HyperX Black Series 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","M@X,
         (21)2240-0034",Kingston,"
			R$ 450,00
         ","
         KHX16C10B1B/8,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston HyperX Predator Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2400 Desktop
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 495,00
         ","
         KHX24C11T2K2/8X - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=f2daf2cf0d6f36d882f36d174d394b17,"Memoria 4GB DIMM 240-pin DDR3 1333 MHz registered ECC
          ,
          ,
          ,

         ","Cetapi,
         (21)2571-0161",Kingston,"
			R$ 499,99
         ","
         KTD-PE313/4G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=eed288f9457a2b4ca7793a68da913bc9,"Memoria 4GB DIMM 240-pin DDR3 1333 MHz registered ECC
          ,
          ,
          ,

         ","Encontrei Eletrônicos,
         (21)3174-1352",Kingston,"
			R$ 499,99
         ","
         KTD-PE313/4G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"16GB 1600MHz DDR3 CL10 DIMM (Kit of 2) XMP HyperX black Series, Standard 1G X 64 Non-ECC 1600MHz 240-pin Unbuffered DIMM (DDR3, 1.5V, CL10, FBGA, Gold)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Kingston,"
			R$ 520,00
         ","
         KHX16C10B1BK2/16X - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Memória HyperX Fury Black Series 16GB (2x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Mhz
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Kingston,"
			R$ 530,00
         ","
         HX316C10FBK2/16 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=16ccfefbbd797d6e8820a88b1002ef41,"6GB 1800MHz DDR3 Non-ECC CL9 DIMM (Kit of 3) XMP T1 Series, Standard 256M X 64 Non-ECC 1800MHz 240-pin Unbuffered DIMM (DDR3, 1.65V, CL9, FBGA, Gold)
          ,
          ,
          ,

         ","Info 2000,
         (21) 3325-8226",Kingston,"
			R$ 405,00
         ","
         KHX1800C9D3T1K3/6GX - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=c01aa960c326b154a1b3ca15caf0b446,"8GB 1333MHz DDR3 ECC Reg CL9 DIMM DR x4 w/TS Intel, Standard 1G X 72 ECC 1333MHz 240-pin Registered DIMM (DDR3, 1.5V, CL9, FBGA, Gold) 
          ,
          ,
          ,

         ","Future tech,
         (21) 2263-3687",Kingston,"
			R$ 420,00
         ","
         KVR13R9D4/8I - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=70a1aee6bdfa3b74e75f8fd06e01aefb,"Memória Kingston HyperX Black Series 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","M@X,
         (21)2240-0034",Kingston,"
			R$ 450,00
         ","
         KHX16C10B1B/8,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"8GB 1333MHz DDR3 ECC Reg CL9 DIMM QR x8 w/TS, Standard 1G X 72 ECC 1333MHz 240-pin Registered DIMM (DDR3, 1.5V, CL9, FBGA, Gold) 
          ,
          ,
          ,

         ","Kbyte Informática,
         (21)2215-1144",Kingston,"
			R$ 450,00
         ","
         KVR1333D3Q8R9S/8G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston HyperX Predator Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2400 Desktop
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 495,00
         ","
         KHX24C11T2K2/8X - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=f2daf2cf0d6f36d882f36d174d394b17,"Memoria 4GB DIMM 240-pin DDR3 1333 MHz registered ECC
          ,
          ,
          ,

         ","Cetapi,
         (21)2571-0161",Kingston,"
			R$ 499,99
         ","
         KTD-PE313/4G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=eed288f9457a2b4ca7793a68da913bc9,"Memoria 4GB DIMM 240-pin DDR3 1333 MHz registered ECC
          ,
          ,
          ,

         ","Encontrei Eletrônicos,
         (21)3174-1352",Kingston,"
			R$ 499,99
         ","
         KTD-PE313/4G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"16GB 1600MHz DDR3 CL10 DIMM (Kit of 2) XMP HyperX black Series, Standard 1G X 64 Non-ECC 1600MHz 240-pin Unbuffered DIMM (DDR3, 1.5V, CL10, FBGA, Gold)
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Kingston,"
			R$ 520,00
         ","
         KHX16C10B1BK2/16X - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Memória HyperX Fury Black Series 16GB (2x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 Mhz
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Kingston,"
			R$ 530,00
         ","
         HX316C10FBK2/16 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Processador Intel Core i5 4460 (Haswell), Quad-Core, 3.2GHz (3.4GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm.
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Intel,"
			R$ 610,00
         ","
         Core i5-4460 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Intel,"
			R$ 619,00
         ","
         Core i5-4570 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Intel,"
			R$ 626,00
         ","
         Core i5-4570,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=4dadc27118bb5af12c534d98c6fafdc4,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","Br Brasil,
         (21) 2717-2646",Intel,"
			R$ 626,00
         ","
         Core i5-4570 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=f3f0285b943412738194d4e640a8a8a4,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","Brasil Connect,
         (21) 2613-0015",Intel,"
			R$ 626,00
         ","
         Core i5-4570 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=80e083b84d90c9d2aa7e42d2ed345ff5,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","IREletro.com,
         (21) 3468-7381",Intel,"
			R$ 628,90
         ","
         Core i5-4570 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=12f40959cb55205eee308f11ba5922e2,"Processador Intel Core i5 4570 (Haswell), Quad-Core, 3.2GHz (3.6GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm. 
          ,
          ,
          ,

         ","IAS Tecnologia,
         (21) 2401-1026",Intel,"
			R$ 628,90
         ","
         Core i5-4570,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=7cad94e3d79e2ddfe6e348e5f224db2e,"Processador Intel Core i5 4440 (Haswell), Quad-Core, 3.10GHz (3.3GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm 
          ,
          ,
          ,

         ","JD Informática,
         (21) 2613-6541",Intel,"
			R$ 629,00
         ","
         Core i5 4440 - BOX,
         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Memória Kingston 4GB 240-Pin DDR3 SDRAM ECC Unbuffered DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 210,00
         ","
         KVR16LE11S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=7cad94e3d79e2ddfe6e348e5f224db2e,"Memória Kingston 4GB 240-Pin DDR3 SDRAM ECC Unbuffered DDR3 1600 (PC3 12800)
          ,
          ,
          ,

         ","JD Informática,
         (21) 2613-6541",Kingston,"
			R$ 210,00
         ","
         KVR16E11S8/4 - BOX,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=992dbb55b105fed50c126c11b75eed0d,"Memória Kingston 4GB 240-Pin DDR3 SDRAM ECC Unbuffered DDR3 1333
          ,
          ,
          ,

         ","HopeInfo,
         (21)2215-2523",Kingston,"
			R$ 210,00
         ","
         KVR13LE9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"Memória Kingston 8GB 240-Pin DDR3 SDRAM DDR3 1600 Desktop 
          ,
          ,
          ,

         ","Siloe Informática,
         (21) 3336-2730",Kingston,"
			R$ 215,00
         ","
         KVR16N11/8 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=8fec41112259aed8b5d46c17e25e27e3,"8GB 1333MHz DDR3 Non-ECC CL9 DIMM, Standard 52M X 64 Non - ECC 1333MHz 240-pin Unbuffered DIMM (SDRAM-DDR3, 1.5V, CL9, FBGA, Gold).
          ,
          ,
          ,

         ","Kazam,
         (21) 2671-7734",Kingston,"
			R$ 215,00
         ","
         KVR1333D3N9/8G - BOX,
          , 

         ,
,
         ,
         ","Duque de Caxias / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"8GB 1333MHz DDR3 Non-ECC CL9 DIMM, Standard 52M X 64 Non - ECC 1333MHz 240-pin Unbuffered DIMM (SDRAM-DDR3, 1.5V, CL9, FBGA, Gold).
          ,
          ,
          ,

         ","Info 132,
         (21) 3988-9636",Kingston,"
			R$ 217,99
         ","
         KVR1333D3N9/8G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"8GB 1333MHz DDR3 Non-ECC CL9 DIMM, Standard 52M X 64 Non - ECC 1333MHz 240-pin Unbuffered DIMM (SDRAM-DDR3, 1.5V, CL9, FBGA, Gold).
          ,
          ,
          ,

         ","Flying Computer,
         (21) 2431-2573",Kingston,"
			R$ 218,00
         ","
         KVR1333D3N9/8G - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=12f40959cb55205eee308f11ba5922e2,"8GB 1333MHz DDR3 Non-ECC CL9 DIMM, Standard 52M X 64 Non - ECC 1333MHz 240-pin Unbuffered DIMM (SDRAM-DDR3, 1.5V, CL9, FBGA, Gold).
          ,
          ,
          ,

         ","IAS Tecnologia,
         (21) 2401-1026",Kingston,"
			R$ 218,00
         ","
         KVR1333D3N9/8G,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Bangu"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=8c3fa3ca492de3189a99bc31dcba3ab1,"Memória HyperX Fury Black Series 4GB 240-Pin DDR3 SDRAM DDR3 1600
          ,
          ,
          ,

         ","PH Informática Centro,
         (21) 3189-6584",Kingston,"
			R$ 170,00
         ","
         HX316C10FB/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=43f287c80251dcc1bf8b26f7434eb621,"Memória HyperX Fury Black Series 4GB 240-Pin DDR3 SDRAM DDR3 1600
          ,
          ,
          ,

         ","PH Informática Nova Iguaçu,
         (21) 3844-8490",Kingston,"
			R$ 170,00
         ","
         HX316C10FB/4 - BOX,
          , 

         ,
,
         ,
         ","Nova Iguaçu / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 175,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Memória HyperX Fury Black Series 4GB 240-Pin DDR3 SDRAM DDR3 1600
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Kingston,"
			R$ 180,00
         ","
         HX316C10FB/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=65e890dfdc3ab853f8ce0c8da6be67a7,"Memória HyperX Fury Blue Series 4GB 240-Pin DDR3 SDRAM DDR3 1866 mhZ
          ,
          ,
          ,

         ","A3D-Tech,
         (21) 3594-4761",Kingston,"
			R$ 180,00
         ","
         HX318C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Memória HyperX Fury Blue Series 4GB 240-Pin DDR3 SDRAM DDR3 1866 mhZ
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 180,00
         ","
         HX318C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3 1866 Desktop
          ,
          ,
          ,

         ","Mr Bios ,
         (21) 2262-2640",Kingston,"
			R$ 180,00
         ","
         HX318C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3 1866 Desktop
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Kingston,"
			R$ 180,00
         ","
         HX318C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=e358c00e3601066939ca72499427cba8,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Four Info,
         (21) 2262-5198",Kingston,"
			R$ 150,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=ed16309150778b30ebbfe56f4ea8c74b,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Elegance Computer,
         (21) 2220-0153",Kingston,"
			R$ 150,00
         ","
         KVR13N9S8/4,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=b6c907ddb459271c556ff76218eb695a,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","Gigateck,
         (21) 3527-4076",Kingston,"
			R$ 154,90
         ","
         HX316C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Kingston,"
			R$ 154,90
         ","
         HX316C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Memoria Kingston 4GB 1333MHz DDR3 CL9 DIMM HyperX black Series Desktop.
          ,
          ,
          ,

         ","Lacosta Informática,
         2220-6503",Kingston,"
			R$ 155,00
         ","
         KHX13C9B1B/4 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3  1333MHz, Non-ECC, CL9, 1.5V, Unbuffered.
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Kingston,"
			R$ 155,00
         ","
         HX313C9F/4,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=90afc99f01b72f4f41db941f426d8efd,"Memória HyperX Fury Blue Series 4GB 240-Pin DDR3 SDRAM DDR3 1866 mhZ
          ,
          ,
          ,

         ","Libre Tecnologia,
         (22) 2724-0127",Kingston,"
			R$ 156,90
         ","
         HX318C10F/4 - BOX,
          , 

         ,
,
         ,
         ","Campos dos Goytacazes / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Memória HyperX Fury Series 4GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop
          ,
          ,
          ,

         ","Cyber Info,
         (21) 2618-0280",Kingston,"
			R$ 159,99
         ","
         HX316C10F/4,
          , 

         ,
,
         ,
         ","Niterói / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=6ec2c7bbb2fa776944f3c62f390c16dc,"4GB 1600MHz DDR3 Non-ECC CL9 DIMM, Standard 512K X 64 Non-ECC 1600MHz 240-pin Unbuffered DIMM (DDR3, 1.65V, CL9, FBGA, Gold)
          ,
          ,
          ,

         ","Infolux,
         (21)2262-2107",Kingston,"
			R$ 160,00
         ","
         KHX1600C9D3/4G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=c7edc3e65eb8d63507fb56c8fe52064e,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","QueroPreço Tijuca,
         (21) 2568-3676",Kingston,"
			R$ 128,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Quero Preço São Gonçalo,
         (21)3856-4642",Kingston,"
			R$ 128,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","São Gonçalo / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=cb4eefcf5f88cf3ac023912645185025,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","QueroPreço,
         (21)2217-4310 ",Kingston,"
			R$ 129,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=13e4d55e3124060c8e729b83c68dfd7e,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Infocoast,
         (21)2580-4050",Kingston,"
			R$ 129,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,São Cristovão"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=10b1e277355687937774757a67b35855,"4GB 1600MHz DDR3 Non-ECC CL11 DIMM SR x8, Standard 512M X 64 Non-ECC 1600MHz 240-pin Unbuffered DIMM (DDR3, 1.5V, CL11, FBGA, Gold)
          ,
          ,
          ,

         ","Debug Informática,
         (21)2416-0008",Kingston,"
			R$ 129,99
         ","
         KVR16N11S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Campo Grande"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=c52c9a187cc2c0bf1dc7a7b18874f68f,"4GB 1333MHz DDR3 Non-ECC CL9 DIMM, Standard 512M X 64 Non-ECC 1333MHz 240-pin Unbuffered DIMM (DDR3, 1.5V, CL9, FBGA, Gold)
          ,
          ,
          ,

         ","Mourão Tecnologia,
         (21) 3143-2631",Kingston,"
			R$ 130,00
         ","
         KVR1333D3N9/4G,
          , 

          ,

         ,
,
         ,
         ","São Gonçalo / RJ,Coelho"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=16ccfefbbd797d6e8820a88b1002ef41,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1600
          ,
          ,
          ,

         ","Info 2000,
         (21) 3325-8226",Kingston,"
			R$ 130,00
         ","
         KVR16N11/4 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=3afecb996d31b5989a41dfdf23f37100,"Memória Kingston 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop 
          ,
          ,
          ,

         ","Pequeno Preço,
         (21) 2524-6526",Kingston,"
			R$ 130,00
         ","
         KVR13N9S8/4 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Memória,http://www.boadica.com.br/detalhevendedor.asp?codigo=425a7bdd5b4faef19d02fb63c3bcd144,"6GB 1333MHz DDR3 Non-ECC CL9 DIMM (Kit com 3 pentes de 2 Gb), Standard 256M X 64 Non-ECC 1333MHz 240-pin Unbuffered DIMM (SDRAM-DDR3, 1.5V, CL9, FBGA, Gold)
          ,
          ,
          ,

         ","DCOMR7,
         (21) 3346-9683",Kingston,"
			R$ 130,00
         ","
         KVR1333D3N9K3/6G - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Jardim America"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=56c07e0fadf3cf882191d8d83506c1c5,"Processador Intel Core i5 4460 (Haswell), Quad-Core, 3.2GHz (3.4GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm.
          ,
          ,
          ,

         ","Blessed Store,
         (21) 3527-4345",Intel,"
			R$ 559,95
         ","
         Core i5-4460 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=a54b413940d7bd067f6a00d38fe5dd45,"Processador Intel Core i5 4430 (Haswell), Quad-Core, 3.0GHz (3.2GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm 
          ,
          ,
          ,

         ","A11 Informática,
         (21) 3549-4370",Intel,"
			R$ 569,00
         ","
         Core i5-4430 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Centro"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=1df216592ba519f7633908ce2424ba87,"Processador Intel Core i5 4440 (Haswell), Quad-Core, 3.10GHz (3.3GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm 
          ,
          ,
          ,

         ","Info X,
         (21) 3329-6141 ",Intel,"
			R$ 569,99
         ","
         Core i5 4440 - BOX,
         ,
,
         ,
         ","Rio de Janeiro / RJ,Barra da Tijuca"
Processadores,http://www.boadica.com.br/detalhevendedor.asp?codigo=6b4bf06c3792f10fa24088c5a7f2cbbd,"Processador Intel Core i5 4430 (Haswell), Quad-Core, 3.0GHz (3.2GHz Turbo Boost) 4 x 256KB L2 Cache 6MB L3 Cache LGA 1150 84W, 22 Nm 
          ,
          ,
          ,

         ","Ghamma-Tech,
         (21)2549-9992",Intel,"
			R$ 575,00
         ","
         Core i5-4430 - BOX,
          , 

         ,
,
         ,
         ","Rio de Janeiro / RJ,Copacabana"
