vendedor_link,especificacoes,preco,vendedor,modelo,fabricante,local
http://www.boadica.com.br/detalhevendedor.asp?codigo=d405eeace0695af1d1b5a173b8ae1a85,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 399,00
         ","Treze Tech,
         3315-1885","
         SV300S3D7/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=12f40959cb55205eee308f11ba5922e2,"Plextor M5S Series PX-128M5S 2.5"" 128GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 399,00
         ","IAS Tecnologia,
         (21) 2401-1026","
         PX-128M5S,
         ",Plextor,"Rio de Janeiro / RJ,Bangu"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"OCZ Vertex 450 Series VTX450-25SAT3-128G 2.5“ 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 399,00
         ","Lacosta Informática,
         2220-6503","
         VTX450-25SAT3-128G - BOX, 

         ,
         ",Ocz,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a54b413940d7bd067f6a00d38fe5dd45,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 399,00
         ","A11 Informática,
         (21) 3549-4370","
         SV300S3D7/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=e358c00e3601066939ca72499427cba8,"Plextor M5S Series PX-128M5S 2.5"" 128GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 399,00
         ","Four Info,
         (21) 2262-5198","
         PX-128M5S - BOX,
         ",Plextor,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=857de2a8b8997e0a50dc0734f2422a82,"Kingston HyperX 3K SH103S3/120G 2.5"" 120GB SATA III MLC Internal Solid State Drive (SSD) (Stand-Alone Drive)
          ,
          ","
			R$ 400,00
         ","Bit Tuning,
         (21) 3527-4086","
         SH103S3/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1d1a90aa27e839069cfe362dfa88c0eb,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 408,00
         ","Quero Preço São Gonçalo,
         (21)3856-4642","
         SV300S3D7/120G - BOX,
         ",Kingston,"São Gonçalo / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"OCZ Vectron Series VTR1-25SAT3-128G 2.5"" 128GB SATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 444,80
         ","Lacosta Informática,
         2220-6503","
         VTR1-25SAT3-128G - BOX,
         ",Ocz,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"OCZ Vertex 4 VTX4-25SAT3-128G 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 444,90
         ","Gamemart Rio,
         (21) 2524-6672","
         VTX4-25SAT3-128G - BOX,
         ",Ocz,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"SanDisk Extreme II 120 GB SATA 6.0 Gbs 2.5-Inch Solid State Drive SDSSDXP-120G-G25.
          ,
          ","
			R$ 448,00
         ","Gamemart Rio,
         (21) 2524-6672","
         SDSSDXP-120G-G25, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SanDisk Extreme II 120 GB SATA 6.0 Gbs 2.5-Inch Solid State Drive SDSSDXP-120G-G25.
          ,
          ","
			R$ 448,80
         ","Lacosta Informática,
         2220-6503","
         SDSSDXP-120G-G25 - BOX, 

         ,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"Crucial M550 CT128M550SSD1 2.5“ 128GB SATA 6Gb/s MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 449,90
         ","Gamemart Rio,
         (21) 2524-6672","
         CT128M550SSD1,
         ",,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=1f80980a11b531f8b1c3dcd8e29ffc23,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 290,00
         ","Full Tech,
         (21) 2567-7893","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 220,00
         ","Lacosta Informática,
         2220-6503","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"SAMSUNG 840 Pro Series MZ-7PD128BW 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 474,00
         ","Lacosta Informática,
         2220-6503","
         MZ-7PD128BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Kingston SSDNow V+200 120GB 2.5"" SATA III Enterprise Solid State Disk (Kit com adaptador para Desktop e Case Externo USB)
          ,
          ","
			R$ 453,70
         ","NC Games,
         (21)3529-4418","
         SVP200S3B/120G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7f5217c00f8d6839dbbd5740d1391bf6,"Kingston SSDNow V200 Series SV200S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive.
          ,
          ","
			R$ 460,00
         ","Brasil Tech,
         (21) 3529-4419","
         SVP200S37A/120GB - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4caa4a8cfa489ae997a1267d37a79b8b,"SAMSUNG 840 Pro Series MZ-7PD128BW 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 473,90
         ","Gamemart Rio,
         (21) 2524-6672","
         MZ-7PD128BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=7bfc846d6b66eb6a3b0f78b491c0abd1,"SAMSUNG 840 Pro Series MZ-7PD128BW 2.5"" 128GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 474,00
         ","XT Gold,
         (21) 2544-5478","
         MZ-7PD128BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=b3803fe7a3303c50f80b4ee115878d4b,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 290,00
         ","Universo dos Eletrônicos,
         (21) 3174-2320","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d60a1389a0386f303268aebbd286b51c,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 290,00
         ","Triunfo Eletrônico,
         (21) 2292-8099","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 290,00
         ","Lacosta Informática,
         2220-6503","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 295,00
         ","Mr Bios ,
         (21) 2262-2640","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=bc0820de2ff782a40aa17a4acdce4c17,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 295,00
         ","CNTech,
         (21)2220-6688","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=e358c00e3601066939ca72499427cba8,"Plextor M5M PX-64M5M mSATA 64GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 299,00
         ","Four Info,
         (21) 2262-5198","
         PX-64M5M,
         ",Plextor,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fafb91661efdb77ea6aeca735d8033c1,"Kingston SMS200S3/60G Leitura sequencial 550MB/s, Gravações sequenciais 520MB 60GB mSATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 299,00
         ","InfoStaff,
         (21) 2524-2958","
         SMS200S3/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=12a9fd85c35a350a6ea73983a4974c4a,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 299,00
         ","New Routes Iguaçu,
         (21) 2768-3246","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Nova Iguaçu / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"Kingston Notebook Bundle SSDNow V300 Series SV300S3N7A/60G 2.5"" 60GB SATA III Internal Solid State Drive.
          ,
          ","
			R$ 299,00
         ","Kbyte Informática,
         (21)2215-1144","
         SV300S3N7A/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d63132a4fc22466f1ed62b11af091bff,"Kingston SMS200S3/60G Leitura sequencial 550MB/s, Gravações sequenciais 520MB 60GB mSATA III Internal Solid State Drive (SSD).
          ,
          ","
			R$ 299,00
         ","Kbyte Informática,
         (21)2215-1144","
         SMS200S3/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=104507a7e9900eacc32a3d6dd5f7d02a,"Kingston Notebook Bundle SSDNow V300 Series SV300S3N7A/60G 2.5"" 60GB SATA III Internal Solid State Drive.
          ,
          ","
			R$ 299,00
         ","FS Brothers Av Central,
         (21)2210-7449","
         SV300S3N7A/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"SanDisk SDSSDP-128G-G25 2.5"" 128GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 299,90
         ","Siloe Informática,
         (21) 3336-2730","
         SDSSDP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Bangu"
http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 299,90
         ","Siloe Informática,
         (21) 3336-2730","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Bangu"
http://www.boadica.com.br/detalhevendedor.asp?codigo=50668b4ad1b19bbaa9b7fcff8328599f,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 299,99
         ","AP Informática,
         (21) 2768-2696","
         SV300S37A/120G, 

         ,
         ",Kingston,"Nova Iguaçu / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fa1b7fa266334c49110125a5e23effb0,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 307,00
         ","Professor Notebook,
         (21) 3215-5184","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0417a13aaa5997a43ed2351ed2ecd32d,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 309,90
         ","Info Importex,
         (21) 3145-5585","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=75caf1f1848d106d7f5043debd0dac85,"Kingston Notebook Bundle SSDNow V300 Series SV300S3N7A/60G 2.5"" 60GB SATA III Internal Solid State Drive.
          ,
          ","
			R$ 310,00
         ","Mr Bios ,
         (21) 2262-2640","
         SV300S3N7A/60G - BOX,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 312,00
         ","Flying Computer,
         (21) 2431-2573","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=98deca39142df17b5490b0238c4a95a0,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD, Kit Desktop)
          ,
          ","
			R$ 315,00
         ","Trevo Informática,
         (21) 2653-1564","
         SV300S3D7/120G - BOX,
         ",Kingston,"Duque de Caxias / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=b3803fe7a3303c50f80b4ee115878d4b,"SanDisk Ultra Plus SDSSDHP-64G-G25 2.5“ 64GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 230,00
         ","Universo dos Eletrônicos,
         (21) 3174-2320","
         SDSSDHP-064G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=98deca39142df17b5490b0238c4a95a0,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 230,00
         ","Trevo Informática,
         (21) 2653-1564","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Duque de Caxias / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d60a1389a0386f303268aebbd286b51c,"SanDisk Ultra Plus SDSSDHP-64G-G25 2.5“ 64GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 230,00
         ","Triunfo Eletrônico,
         (21) 2292-8099","
         SDSSDHP-064G-G25 - BOX,
         ",Sandisk,"Rio de janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=53d96b7b5d17dfdd203e5dc78de531fa,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 243,95
         ","NC Games,
         (21)3529-4418","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=2397d6504926e531a7e24061c0da60c9,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 244,00
         ","American Tech,
         (21) 3197-0952","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=4d60b31adaffcfd30d4067364564cdb1,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 245,00
         ","Info Design,
         (21) 2240-7546","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Plextor M5M PX-64M5M mSATA 64GB SATA III MLC Internal Solid State Drive (SSD)
          ,
          ","
			R$ 245,00
         ","Lacosta Informática,
         2220-6503","
         PX-64M5M - BOX,
         ",Plextor,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=12a9fd85c35a350a6ea73983a4974c4a,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 260,00
         ","New Routes Iguaçu,
         (21) 2768-3246","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Nova Iguaçu / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=f6b2402e3c51f5068e71c1c161b39bf9,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 260,00
         ","New Routes,
         (21) 2591-1940","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Cachambi"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec709ab56d6c2b95e3d3fcdceafebd76,"Kingston SSDNow V300 Series SV300S37A/60G 2.5"" 60GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 260,00
         ","New Routes Nilópolis,
         (21)3762-6504","
         SV300S37A/60G - BOX, 

         ,
         ",Kingston,"Nilópolis / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=911e32ec01ade2b9edafb01bce452052,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,95
         ","Armazém Digital,
         (21) 2210-6441","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fa95b006c28a8e0757d8c9c9adb9a016,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,99
         ","Magia Digital,
         (21) 2220-3955","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d1c47d2efb93da5f01f41ebf810bea7f,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 263,99
         ","D tudo um pouco digital,
         (21) 2524-6148","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Corsair Neutron GTX Series CSSD-N120GBGTXB-BK 2.5"" 120GB SATA III Internal Solid State Drive (SSD)550 MB/s sequential read.
          ,
          ","
			R$ 475,00
         ","Lacosta Informática,
         2220-6503","
         CSSD-N120GBGTXB-BK - BOX,
         ",Corsair,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=911e32ec01ade2b9edafb01bce452052,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 476,60
         ","Armazém Digital,
         (21) 2210-6441","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0779ef2c9e04abb7ac2ff4d831f1f13e,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 476,70
         ","Tecsync,
         (21) 2544-3329","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=894906928c756462f1bc5310b6573697,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 476,89
         ","Smart Bit,
         (21)2220-9944","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=fa95b006c28a8e0757d8c9c9adb9a016,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 476,90
         ","Magia Digital,
         (21) 2220-3955","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a43fd178582b6e70f414752847d0c59e,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,00
         ","Aron Informática,
         (21) 2262-7636","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=40ffa1634e4cd37f9d3493f645377101,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,39
         ","Again Informática,
         (21)25326952","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=0951eb0c100a296c3212d41c299bd8c9,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,40
         ","Super Info,
         (21) 3174-6437","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d1c47d2efb93da5f01f41ebf810bea7f,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,79
         ","D tudo um pouco digital,
         (21) 2524-6148","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ae49aa137661019ca06f41a563b328fa,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,80
         ","GTS Games ,
         (21) 2524-6344","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec7321f13977ea7d54aadfa3ddad1ab5,"Kingston SSDNow V300 Series SV300S37A/240G 2.5"" 240GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 477,89
         ","Tá Barato,
         (21) 3527-0099","
         SV300S37A/240G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=767eeb515cc80e0dfb33c329170a4ab0,"Samsung 840 Pro Series 2.5-Inch 256 GB SATA 6GB/s Solid State Drive.
          ,
          ","
			R$ 839,80
         ","Lacosta Informática,
         2220-6503","
         MZ-7PD256BW - BOX,
         ",Samsung,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=cd55987ffa34705832df5c09ecacd151,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 318,00
         ","Cyber Info,
         (21) 2618-0280","
         SV300S37A/120G, 

         ,
         ",Kingston,"Niterói / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=11c01d343d9b718217a08e3c22d0d9ad,"SanDisk Ultra Plus SDSSDHP-128G-G25 2.5"" 128GB SATA II Internal Solid State Drive (SSD)
          ,
          ","
			R$ 318,00
         ","Flying Computer,
         (21) 2431-2573","
         SDSSDHP-128G-G25 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Barra da Tijuca"
http://www.boadica.com.br/detalhevendedor.asp?codigo=d077ce413402e7297407981d7d9ad07a,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 319,00
         ","InfoJot@,
         (21) 2415-2407","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Campo Grande"
http://www.boadica.com.br/detalhevendedor.asp?codigo=356fb70b5c98005bb69d13be9c30e18b,"SanDisk SDSSDHP-128G-G26 128GB Ultra Plus SATA III 19nm 7mm Internal 2.5 SSD
          ,
          ","
			R$ 320,00
         ","Siloe Informática,
         (21) 3336-2730","
         SDSSDHP-128G-G26 - BOX,
         ",Sandisk,"Rio de Janeiro / RJ,Bangu"
http://www.boadica.com.br/detalhevendedor.asp?codigo=b72c34761011d904fc0e02c932590143,"Corsair Neutron Series CSSD-N64GB3-BK 2.5“ 60GB SATA III MLC Internal Solid State Drive (SSD, com o adaptador de 3,5 pol. incluído.)
          ,
          ","
			R$ 325,00
         ","Fortes Tech Info,
         (21) 3164-6179","
         CSSD-N64GB3-BK, 

         ,
         ",Corsair,"Rio de Janeiro / RJ,Cascadura"
http://www.boadica.com.br/detalhevendedor.asp?codigo=a43fd178582b6e70f414752847d0c59e,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,00
         ","Aron Informática,
         (21) 2262-7636","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ae49aa137661019ca06f41a563b328fa,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,90
         ","GTS Games ,
         (21) 2524-6344","
         SV300S37A/120G - OEM, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=ec7321f13977ea7d54aadfa3ddad1ab5,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 264,98
         ","Tá Barato,
         (21) 3527-0099","
         SV300S37A/120G - BOX, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Centro"
http://www.boadica.com.br/detalhevendedor.asp?codigo=de49ae94e2d780ad34a4c784006233d3,"Kingston SSDNow V300 Series SV300S37A/120G 2.5"" 120GB SATA III Internal Solid State Drive (SSD)
          ,
          ","
			R$ 274,98
         ","Info 132,
         (21) 3988-9636","
         SV300S37A/120G, 

         ,
         ",Kingston,"Rio de Janeiro / RJ,Barra da Tijuca"
